id_cliente,idade,tempo_casa_meses,tipo_contrato,mensalidade,internet_fibra,suporte_tecnico,reclamacoes_6m,churn
1802,67,34,Anual,65.36,Nao,Nao,1,0
1803,66,33,Mensal,105.01,Nao,Nao,2,1
1804,64,19,Mensal,74.53,Sim,Sim,3,1
1805,49,10,Anual,107.41,Sim,Nao,4,1
1806,19,4,Mensal,51.28,Nao,Sim,1,1
1807,55,1,Anual,96.2,Nao,Nao,2,1
1808,34,35,Anual,53.7,Sim,Nao,0,0
1809,65,7,Mensal,75.63,Nao,Sim,1,0
1810,47,70,Mensal,75.42,Sim,Nao,1,1
1811,74,18,Anual,86.54,Sim,Nao,2,0
1812,54,47,Mensal,76.27,Sim,Sim,0,0
1813,52,49,Bianual,51.52,Nao,Sim,2,0
1814,74,36,Mensal,92.01,Sim,Sim,0,0
1815,47,64,Bianual,113.29,Sim,Sim,1,0
1816,41,8,Mensal,55.4,Nao,Nao,1,0
1817,41,17,Mensal,24.12,Sim,Nao,3,0
1818,72,19,Anual,82.48,Sim,Nao,0,0
1819,64,10,Mensal,61.72,Nao,Nao,1,1
1820,28,22,Mensal,66.72,Nao,Nao,3,1
1821,48,23,Mensal,83.9,Sim,Nao,0,0
1822,41,56,Anual,58.59,Sim,Sim,1,0
1823,58,22,Anual,63.28,Sim,Sim,0,0
1824,21,64,Mensal,67.5,Nao,Sim,1,0
1825,62,56,Mensal,106.74,Nao,Sim,0,0
1826,64,65,Mensal,70.75,Sim,Nao,3,0
1827,32,8,Bianual,39.11,Nao,Sim,4,0
1828,27,71,Mensal,40.1,Nao,Nao,2,0
1829,56,45,Anual,73.48,Sim,Sim,0,0
1830,33,71,Mensal,41.76,Nao,Nao,3,0
1831,76,26,Anual,30.94,Nao,Sim,1,0
1832,66,69,Bianual,85.89,Nao,Sim,1,0
1833,77,43,Mensal,87.11,Nao,Nao,1,1
1834,51,6,Anual,60.8,Nao,Nao,2,0
1835,76,30,Mensal,77.34,Sim,Nao,0,0
1836,18,10,Anual,74.7,Sim,Nao,0,0
1837,35,68,Mensal,85.06,Sim,Sim,0,0
1838,18,22,Mensal,85.12,Nao,Sim,1,0
1839,60,17,Mensal,20.0,Sim,Sim,0,0
1840,49,40,Mensal,63.99,Sim,Sim,2,0
1841,35,31,Bianual,82.95,Sim,Nao,1,0
1842,36,7,Anual,59.74,Sim,Nao,1,0
1843,57,59,Mensal,70.91,Nao,Sim,0,0
1844,29,61,Mensal,88.77,Sim,Nao,3,1
1845,49,54,Anual,72.02,Nao,Nao,3,0
1846,56,45,Mensal,107.7,Nao,Sim,0,1
1847,32,29,Mensal,98.17,Nao,Sim,4,0
1848,32,40,Anual,67.04,Nao,Nao,0,0
1849,39,38,Mensal,65.05,Sim,Nao,4,1
1850,54,12,Mensal,20.0,Nao,Sim,1,1
1851,33,6,Mensal,61.84,Nao,Nao,2,0
1852,41,19,Mensal,36.17,Sim,Sim,0,0
1853,51,33,Anual,75.53,Sim,Nao,0,0
1854,29,12,Anual,73.82,Nao,Nao,1,0
1855,53,8,Bianual,87.4,Nao,Sim,1,0
1856,26,62,Mensal,104.92,Nao,Nao,0,0
1857,26,27,Anual,69.34,Sim,Nao,3,1
1858,32,43,Bianual,127.01,Sim,Nao,2,0
1859,35,38,Anual,75.81,Nao,Nao,0,0
1860,19,53,Bianual,37.24,Sim,Nao,4,0
1861,77,54,Bianual,55.95,Nao,Sim,1,0
1862,37,22,Anual,60.68,Nao,Sim,2,0
1863,67,62,Bianual,84.8,Nao,Nao,2,0
1864,73,27,Anual,46.32,Sim,Nao,3,1
1865,67,61,Mensal,62.55,Nao,Sim,0,0
1866,69,30,Bianual,65.97,Nao,Nao,1,0
1867,24,8,Anual,58.8,Nao,Nao,0,1
1868,41,55,Mensal,90.29,Nao,Sim,0,0
1869,64,3,Mensal,86.03,Nao,Sim,2,0
1870,53,56,Mensal,99.16,Sim,Nao,1,0
1871,18,4,Bianual,61.72,Nao,Sim,1,0
1872,53,15,Mensal,100.06,Sim,Nao,1,1
1873,67,44,Mensal,35.9,Nao,Nao,1,0
1874,69,68,Mensal,35.29,Sim,Sim,0,0
1875,41,30,Mensal,39.65,Nao,Nao,1,0
1876,32,9,Bianual,70.23,Nao,Sim,2,0
1877,37,17,Mensal,100.06,Nao,Nao,2,0
1878,36,65,Mensal,54.95,Sim,Sim,2,0
1879,39,53,Mensal,58.08,Sim,Nao,2,0
1880,36,8,Anual,64.6,Sim,Nao,0,0
1881,46,28,Anual,84.32,Nao,Nao,2,1
1882,20,20,Mensal,58.06,Sim,Sim,1,0
1883,35,13,Mensal,56.66,Nao,Sim,2,1
1884,37,61,Bianual,36.37,Sim,Nao,1,0
1885,27,45,Anual,55.71,Nao,Sim,2,0
1886,72,13,Anual,99.44,Nao,Sim,1,0
1887,59,47,Mensal,72.27,Nao,Nao,0,0
1888,74,30,Bianual,51.5,Nao,Nao,0,0
1889,52,5,Anual,100.9,Nao,Nao,3,1
1890,24,33,Mensal,55.37,Nao,Nao,1,0
1891,74,14,Bianual,105.5,Sim,Nao,1,0
1892,46,18,Bianual,105.09,Nao,Nao,0,0
1893,60,64,Anual,71.4,Nao,Nao,3,0
1894,41,52,Anual,32.54,Sim,Sim,0,0
1895,48,10,Mensal,127.24,Sim,Nao,0,1
1896,48,62,Mensal,79.68,Nao,Sim,1,0
1897,35,42,Mensal,61.9,Nao,Nao,1,0
1898,52,63,Anual,93.9,Nao,Nao,0,0
1899,63,54,Mensal,87.56,Sim,Nao,1,0
1900,19,25,Mensal,102.77,Nao,Sim,1,1
1901,26,39,Bianual,53.44,Sim,Nao,2,0
1902,70,39,Mensal,77.96,Sim,Nao,2,1
1903,53,52,Anual,40.35,Nao,Sim,0,0
1904,78,18,Mensal,86.66,Sim,Sim,2,1
1905,55,24,Mensal,69.43,Sim,Nao,1,1
1906,58,18,Mensal,77.03,Sim,Nao,1,1
1907,73,22,Mensal,66.34,Sim,Nao,0,0
1908,58,12,Mensal,63.73,Sim,Sim,0,1
1909,38,3,Mensal,48.29,Sim,Sim,1,0
1910,50,68,Anual,89.76,Nao,Sim,4,0
1911,32,6,Mensal,107.24,Nao,Nao,3,1
1912,38,64,Mensal,56.08,Sim,Nao,1,0
1913,60,1,Mensal,83.84,Nao,Nao,0,1
1914,27,56,Mensal,80.8,Nao,Nao,0,0
1915,59,24,Mensal,70.2,Sim,Sim,2,1
1916,54,38,Mensal,31.84,Sim,Nao,0,0
1917,37,21,Anual,37.46,Sim,Sim,0,0
1918,20,36,Anual,50.48,Nao,Sim,2,0
1919,61,33,Bianual,20.0,Nao,Sim,4,0
1920,69,39,Anual,105.2,Sim,Sim,0,0
1921,63,29,Mensal,79.19,Sim,Sim,2,1
1922,44,39,Mensal,69.25,Sim,Nao,2,0
1923,58,60,Mensal,20.0,Nao,Nao,1,0
1924,43,32,Anual,24.4,Sim,Nao,1,0
1925,40,27,Mensal,69.94,Nao,Sim,0,0
1926,38,10,Mensal,119.26,Nao,Nao,1,1
1927,31,26,Bianual,52.53,Nao,Nao,1,0
1928,78,10,Mensal,91.59,Sim,Sim,1,0
1929,59,14,Mensal,58.0,Nao,Sim,0,0
1930,28,69,Bianual,71.38,Nao,Sim,2,0
1931,71,7,Mensal,100.37,Nao,Nao,1,0
1932,27,35,Mensal,61.35,Nao,Nao,0,1
1933,54,61,Mensal,52.75,Sim,Sim,1,0
1934,28,69,Mensal,105.45,Sim,Nao,3,0
1935,40,11,Bianual,71.14,Nao,Sim,3,1
1936,58,12,Anual,97.28,Nao,Sim,1,1
1937,79,27,Mensal,52.87,Nao,Nao,0,0
1938,79,40,Mensal,105.17,Nao,Nao,1,1
1939,73,70,Mensal,76.84,Nao,Nao,0,1
1940,32,15,Anual,80.87,Nao,Sim,0,0
1941,23,12,Mensal,73.29,Sim,Nao,1,0
1942,74,19,Mensal,57.36,Sim,Sim,2,1
1943,75,63,Anual,69.96,Nao,Sim,0,0
1944,35,3,Bianual,58.94,Nao,Sim,0,0
1945,19,28,Bianual,93.99,Nao,Sim,1,0
1946,58,9,Anual,64.92,Nao,Sim,2,1
1947,22,12,Mensal,32.59,Nao,Sim,3,1
1948,20,67,Anual,28.01,Sim,Nao,3,0
1949,76,1,Bianual,26.83,Nao,Sim,2,1
1950,48,24,Mensal,85.45,Nao,Sim,1,1
1951,24,66,Mensal,41.21,Sim,Nao,2,0
1952,58,44,Mensal,77.5,Sim,Nao,1,1
1953,40,6,Bianual,73.41,Sim,Sim,2,0
1954,51,34,Bianual,68.38,Sim,Sim,0,0
1955,73,70,Anual,80.96,Nao,Sim,0,0
1956,32,29,Mensal,73.96,Nao,Nao,0,0
1957,58,39,Bianual,20.0,Nao,Sim,2,0
1958,69,39,Mensal,61.91,Nao,Sim,1,0
1959,44,48,Mensal,80.63,Nao,Nao,2,0
1960,78,14,Anual,111.01,Nao,Nao,0,0
1961,45,61,Anual,112.16,Sim,Sim,3,1
1962,46,72,Bianual,35.92,Sim,Sim,2,0
1963,72,11,Mensal,61.26,Nao,Nao,1,1
1964,57,59,Mensal,30.85,Nao,Sim,1,0
1965,71,59,Mensal,108.0,Nao,Sim,2,0
1966,67,54,Mensal,95.32,Nao,Nao,3,0
1967,62,27,Bianual,78.76,Sim,Nao,2,0
1968,32,34,Mensal,74.15,Sim,Nao,0,0
1969,42,61,Mensal,104.52,Nao,Nao,4,1
1970,71,12,Mensal,100.28,Nao,Nao,2,1
1971,56,60,Anual,98.95,Sim,Sim,0,0
1972,35,67,Bianual,81.42,Nao,Nao,2,0
1973,38,50,Mensal,61.27,Sim,Sim,2,0
1974,66,25,Mensal,89.18,Nao,Sim,0,0
1975,29,41,Bianual,90.4,Nao,Sim,1,0
1976,24,4,Anual,65.23,Nao,Nao,0,1
1977,65,68,Mensal,61.22,Nao,Nao,3,0
1978,35,25,Mensal,98.33,Nao,Nao,3,1
1979,65,5,Bianual,111.6,Nao,Nao,1,0
1980,51,58,Anual,51.27,Nao,Nao,0,0
1981,79,48,Mensal,63.42,Nao,Sim,1,0
1982,50,45,Mensal,78.77,Nao,Sim,0,0
1983,71,4,Mensal,82.16,Nao,Nao,1,1
1984,70,55,Mensal,56.94,Nao,Nao,0,0
1985,31,46,Mensal,117.09,Nao,Nao,3,1
1986,79,58,Mensal,80.55,Sim,Sim,2,0
1987,64,60,Mensal,83.28,Sim,Nao,0,0
1988,24,16,Mensal,113.97,Sim,Nao,1,0
1989,18,16,Mensal,58.77,Nao,Nao,0,0
1990,34,67,Mensal,67.79,Sim,Nao,0,0
1991,19,39,Anual,38.67,Nao,Nao,1,0
1992,40,32,Mensal,65.69,Sim,Sim,2,0
1993,79,21,Bianual,32.78,Sim,Nao,1,0
1994,47,47,Bianual,88.7,Nao,Sim,3,0
1995,19,55,Bianual,80.5,Nao,Sim,2,0
1996,48,1,Mensal,63.07,Sim,Sim,2,1
1997,31,40,Mensal,67.49,Nao,Sim,0,0
1998,71,72,Anual,89.04,Sim,Nao,3,0
1999,23,21,Mensal,41.61,Nao,Nao,0,1
2000,65,21,Mensal,75.1,Sim,Sim,2,0
2001,45,64,Mensal,87.49,Sim,Sim,1,0
2002,19,5,Anual,25.44,Sim,Sim,2,0
2003,59,29,Anual,87.12,Sim,Nao,0,0
2004,46,33,Mensal,28.15,Nao,Sim,1,0
2005,65,58,Bianual,67.06,Nao,Nao,1,0
2006,56,10,Anual,40.92,Sim,Sim,1,0
2007,66,32,Mensal,105.78,Nao,Nao,2,1
2008,46,11,Mensal,41.07,Nao,Nao,1,1
2009,18,57,Mensal,28.75,Sim,Nao,4,0
2010,26,46,Bianual,73.33,Sim,Nao,1,0
2011,46,36,Anual,59.66,Sim,Nao,2,0
2012,42,29,Anual,32.38,Nao,Sim,2,0
2013,67,12,Anual,83.15,Nao,Sim,1,0
2014,43,67,Mensal,20.21,Sim,Nao,0,1
2015,71,47,Bianual,44.09,Sim,Nao,0,0
2016,29,23,Bianual,55.62,Sim,Nao,1,1
2017,41,30,Anual,90.06,Sim,Sim,1,0
2018,64,53,Mensal,102.39,Nao,Sim,1,0
2019,25,52,Mensal,97.57,Nao,Nao,0,0
2020,37,34,Mensal,66.17,Sim,Nao,5,1
2021,64,22,Mensal,20.0,Sim,Sim,0,0
2022,54,48,Anual,79.77,Sim,Sim,1,0
2023,66,48,Anual,106.76,Sim,Nao,1,1
2024,49,44,Bianual,100.84,Nao,Nao,3,0
2025,71,6,Mensal,81.57,Nao,Nao,3,1
2026,72,35,Mensal,40.26,Nao,Nao,1,0
2027,78,45,Mensal,56.87,Sim,Sim,1,0
2028,25,69,Bianual,118.35,Nao,Sim,1,0
2029,54,38,Anual,34.58,Nao,Nao,2,1
2030,25,25,Mensal,41.3,Sim,Sim,2,0
2031,32,41,Anual,93.56,Nao,Sim,2,1
2032,36,13,Anual,59.22,Nao,Sim,2,0
2033,58,7,Mensal,40.46,Nao,Sim,3,1
2034,44,49,Mensal,108.2,Nao,Nao,1,1
2035,71,72,Mensal,81.53,Sim,Sim,3,0
2036,36,61,Mensal,60.45,Nao,Nao,0,0
2037,56,43,Anual,41.36,Nao,Nao,2,0
2038,65,3,Mensal,121.19,Nao,Sim,3,1
2039,78,72,Anual,69.39,Sim,Nao,2,0
2040,33,33,Anual,104.93,Sim,Nao,1,0
2041,63,21,Mensal,92.34,Nao,Nao,1,0
2042,23,65,Bianual,56.98,Nao,Nao,0,0
2043,51,54,Mensal,57.18,Sim,Nao,2,1
2044,43,54,Anual,106.16,Nao,Nao,1,0
2045,77,20,Mensal,106.56,Nao,Nao,3,1
2046,65,72,Anual,23.08,Nao,Nao,1,0
2047,75,33,Mensal,83.74,Sim,Nao,0,0
2048,70,39,Mensal,66.97,Nao,Nao,2,1
2049,43,55,Mensal,44.17,Nao,Sim,2,0
2050,63,48,Anual,76.54,Nao,Nao,4,0
2051,19,13,Anual,36.26,Nao,Nao,1,0
2052,52,22,Anual,58.34,Nao,Sim,1,0
2053,20,27,Mensal,50.04,Sim,Nao,2,1
2054,62,69,Anual,57.51,Sim,Nao,3,0
2055,77,52,Anual,68.21,Sim,Sim,1,0
2056,60,27,Mensal,44.61,Nao,Sim,0,0
2057,70,53,Mensal,109.33,Nao,Nao,0,0
2058,32,54,Mensal,82.33,Nao,Sim,5,1
2059,79,29,Anual,114.86,Nao,Nao,1,0
2060,52,30,Mensal,66.0,Nao,Sim,2,0
2061,59,65,Mensal,56.28,Nao,Sim,1,0
2062,65,41,Bianual,113.96,Sim,Sim,0,0
2063,57,11,Bianual,55.55,Nao,Sim,2,0
2064,37,52,Mensal,65.54,Sim,Nao,1,0
2065,55,43,Bianual,88.0,Nao,Sim,1,0
2066,58,37,Mensal,39.06,Nao,Sim,1,0
2067,71,53,Bianual,87.78,Nao,Nao,1,0
2068,47,66,Mensal,84.58,Sim,Nao,0,0
2069,49,24,Mensal,101.73,Nao,Sim,1,0
2070,49,31,Bianual,92.25,Nao,Nao,1,0
2071,25,14,Mensal,102.5,Sim,Sim,2,0
2072,23,47,Anual,67.24,Nao,Nao,3,0
2073,19,29,Mensal,48.43,Nao,Nao,0,0
2074,59,25,Mensal,122.75,Nao,Nao,2,1
2075,43,51,Bianual,31.83,Sim,Nao,1,0
2076,71,30,Mensal,34.34,Sim,Nao,1,0
2077,61,34,Bianual,84.13,Sim,Sim,2,0
2078,26,32,Bianual,110.62,Sim,Nao,3,0
2079,24,19,Mensal,74.74,Nao,Nao,1,1
2080,40,10,Mensal,94.98,Nao,Sim,2,1
2081,75,60,Mensal,20.1,Sim,Nao,0,0
2082,21,7,Mensal,57.51,Nao,Nao,1,1
2083,29,24,Mensal,23.15,Nao,Nao,2,0
2084,19,49,Mensal,89.51,Sim,Sim,1,0
2085,43,10,Anual,31.32,Nao,Nao,2,1
2086,79,48,Mensal,38.05,Nao,Sim,1,0
2087,60,53,Anual,82.85,Sim,Nao,0,0
2088,48,48,Mensal,96.55,Sim,Sim,0,1
2089,26,22,Mensal,66.03,Nao,Nao,2,0
2090,40,2,Mensal,84.25,Sim,Sim,1,0
2091,50,64,Mensal,83.44,Nao,Nao,0,0
2092,35,24,Anual,64.61,Nao,Sim,3,0
2093,61,58,Mensal,42.63,Sim,Nao,0,0
2094,78,15,Anual,84.12,Nao,Nao,1,0
2095,30,12,Anual,85.33,Nao,Sim,1,1
2096,33,57,Mensal,92.35,Nao,Nao,3,1
2097,25,68,Bianual,77.8,Nao,Nao,0,0
2098,62,62,Bianual,40.79,Nao,Nao,1,0
2099,46,55,Mensal,87.26,Sim,Sim,1,0
2100,35,18,Bianual,69.97,Nao,Sim,2,0
2101,31,66,Mensal,57.93,Sim,Sim,0,0
2102,22,49,Anual,62.63,Sim,Nao,1,0
2103,47,13,Mensal,52.74,Nao,Nao,0,1
2104,60,10,Anual,92.22,Nao,Nao,0,0
2105,32,63,Anual,34.55,Nao,Nao,1,0
2106,18,20,Bianual,45.16,Sim,Sim,1,0
2107,47,56,Bianual,61.78,Nao,Nao,1,0
2108,59,10,Mensal,110.34,Sim,Nao,2,1
2109,39,21,Anual,96.36,Nao,Nao,2,1
2110,33,21,Mensal,28.98,Sim,Nao,1,0
2111,27,21,Mensal,103.78,Nao,Sim,0,0
2112,64,49,Mensal,103.74,Nao,Nao,3,0
2113,71,66,Bianual,40.65,Sim,Nao,1,0
2114,65,66,Anual,20.0,Nao,Nao,0,0
2115,50,54,Mensal,68.19,Sim,Sim,1,0
2116,62,15,Bianual,98.06,Nao,Nao,0,0
2117,42,70,Anual,109.78,Nao,Nao,2,0
2118,19,40,Mensal,48.23,Nao,Nao,3,0
2119,40,40,Mensal,113.8,Sim,Nao,2,1
2120,61,51,Anual,20.0,Sim,Sim,1,0
2121,58,56,Anual,60.8,Sim,Sim,1,0
2122,79,69,Mensal,59.57,Sim,Sim,0,0
2123,79,42,Mensal,98.81,Nao,Sim,2,0
2124,33,44,Mensal,102.46,Sim,Sim,5,1
2125,18,54,Mensal,93.86,Sim,Sim,1,0
2126,35,19,Mensal,36.24,Sim,Sim,3,1
2127,72,23,Mensal,91.57,Nao,Nao,0,1
2128,68,46,Mensal,82.73,Nao,Nao,2,1
2129,24,5,Anual,28.22,Sim,Sim,1,0
2130,27,24,Mensal,20.0,Nao,Sim,1,0
2131,52,52,Mensal,95.95,Sim,Nao,1,0
2132,58,71,Mensal,65.5,Nao,Sim,2,0
2133,78,38,Bianual,37.87,Sim,Sim,3,0
2134,64,29,Mensal,64.8,Nao,Nao,4,1
2135,31,32,Mensal,79.1,Sim,Nao,1,1
2136,20,50,Mensal,67.93,Nao,Sim,1,0
2137,57,40,Anual,31.2,Nao,Nao,0,0
2138,52,2,Mensal,117.14,Nao,Sim,0,1
2139,75,39,Mensal,95.11,Nao,Sim,0,0
2140,53,29,Bianual,61.62,Sim,Sim,1,0
2141,49,51,Anual,62.62,Sim,Nao,2,0
2142,36,64,Mensal,78.99,Nao,Nao,0,0
2143,23,70,Mensal,41.76,Nao,Nao,0,0
2144,72,44,Bianual,78.07,Sim,Nao,1,0
2145,69,27,Bianual,36.73,Sim,Nao,0,0
2146,28,32,Anual,68.24,Sim,Sim,0,0
2147,61,13,Anual,40.79,Nao,Nao,0,0
2148,40,68,Bianual,42.05,Nao,Sim,2,0
2149,45,62,Bianual,111.14,Nao,Nao,1,0
2150,70,62,Mensal,71.48,Sim,Nao,4,0
2151,70,24,Bianual,75.19,Nao,Nao,0,0
2152,29,24,Anual,20.0,Sim,Sim,1,0
2153,37,62,Anual,55.07,Sim,Nao,2,0
2154,68,40,Mensal,81.53,Nao,Sim,1,0
2155,74,51,Mensal,74.85,Nao,Sim,0,0
2156,22,36,Anual,20.0,Nao,Nao,0,0
2157,69,32,Anual,75.18,Nao,Sim,1,0
2158,48,46,Mensal,79.16,Sim,Sim,4,1
2159,54,59,Anual,102.09,Sim,Nao,2,0
2160,22,25,Mensal,53.62,Sim,Nao,1,1
2161,60,59,Mensal,20.0,Sim,Sim,3,0
2162,60,18,Anual,45.08,Nao,Nao,2,1
2163,59,30,Anual,42.57,Nao,Sim,1,0
2164,67,66,Mensal,88.42,Sim,Sim,0,0
2165,76,69,Mensal,20.0,Nao,Nao,0,0
2166,70,67,Mensal,58.79,Sim,Sim,2,0
2167,64,23,Anual,105.64,Sim,Nao,2,1
2168,78,61,Bianual,70.18,Sim,Nao,3,0
2169,59,68,Anual,92.41,Nao,Nao,1,1
2170,59,71,Anual,28.96,Nao,Sim,0,0
2171,51,2,Mensal,29.95,Nao,Sim,0,1
2172,65,54,Mensal,105.93,Nao,Nao,0,0
2173,22,72,Bianual,72.53,Nao,Sim,2,0
2174,49,56,Mensal,72.58,Nao,Nao,2,1
2175,44,17,Mensal,42.05,Nao,Nao,0,0
2176,74,55,Mensal,72.52,Nao,Nao,2,0
2177,22,8,Anual,41.35,Nao,Sim,2,0
2178,57,35,Mensal,99.67,Sim,Nao,0,1
2179,29,46,Mensal,138.2,Sim,Nao,1,1
2180,72,33,Anual,82.1,Nao,Sim,0,0
2181,70,51,Mensal,54.13,Sim,Nao,2,1
2182,32,18,Mensal,20.0,Nao,Sim,1,0
2183,72,44,Anual,27.89,Nao,Nao,1,0
2184,48,47,Bianual,108.87,Sim,Sim,2,0
2185,78,46,Mensal,44.27,Sim,Sim,1,0
2186,63,21,Mensal,60.73,Sim,Nao,2,1
2187,20,22,Mensal,86.38,Nao,Sim,1,1
2188,30,19,Mensal,107.06,Nao,Sim,2,1
2189,43,34,Bianual,65.01,Sim,Sim,1,0
2190,31,43,Anual,59.88,Nao,Nao,0,0
2191,26,27,Mensal,71.79,Nao,Sim,1,0
2192,78,30,Anual,54.31,Sim,Nao,1,0
2193,71,21,Mensal,55.65,Sim,Nao,2,1
2194,44,16,Mensal,80.3,Sim,Nao,1,0
2195,31,48,Bianual,74.63,Nao,Sim,2,0
2196,29,59,Mensal,123.29,Sim,Sim,1,0
2197,74,21,Mensal,80.97,Sim,Nao,1,1
2198,38,62,Bianual,98.78,Sim,Nao,2,0
2199,18,42,Mensal,43.22,Nao,Nao,2,0
2200,42,13,Mensal,83.13,Nao,Nao,1,1
2201,46,27,Mensal,51.93,Sim,Nao,0,0
2202,56,1,Mensal,79.89,Nao,Nao,0,1
2203,38,3,Mensal,87.21,Nao,Nao,3,1
2204,75,25,Mensal,71.25,Nao,Nao,0,1
2205,57,33,Mensal,130.18,Nao,Sim,1,1
2206,79,58,Mensal,105.7,Nao,Sim,1,0
2207,40,10,Anual,99.43,Sim,Nao,0,0
2208,58,61,Bianual,89.11,Sim,Nao,1,0
2209,40,17,Anual,114.08,Nao,Nao,0,0
2210,61,10,Anual,34.08,Sim,Nao,0,0
2211,64,51,Anual,104.26,Sim,Nao,0,0
2212,37,56,Mensal,45.22,Nao,Nao,0,0
2213,76,44,Mensal,55.89,Nao,Sim,2,0
2214,71,9,Mensal,84.03,Sim,Sim,1,0
2215,73,9,Mensal,100.83,Nao,Nao,0,1
2216,31,29,Bianual,41.16,Sim,Nao,1,0
2217,62,33,Mensal,57.19,Nao,Nao,3,1
2218,24,72,Bianual,72.44,Nao,Sim,0,0
2219,24,21,Mensal,65.34,Nao,Sim,3,0
2220,78,14,Mensal,91.35,Nao,Nao,0,1
2221,27,69,Mensal,150.0,Nao,Sim,0,0
2222,71,12,Mensal,80.48,Nao,Nao,0,1
2223,44,2,Mensal,51.62,Nao,Sim,2,1
2224,36,31,Anual,37.59,Nao,Nao,2,0
2225,22,29,Mensal,61.87,Sim,Nao,2,0
2226,59,45,Anual,46.49,Sim,Nao,1,0
2227,62,64,Bianual,81.69,Nao,Sim,2,0
2228,46,68,Mensal,81.3,Sim,Nao,1,0
2229,68,21,Bianual,58.42,Nao,Sim,1,0
2230,38,71,Mensal,119.62,Sim,Sim,2,1
2231,52,46,Mensal,51.61,Sim,Nao,1,0
2232,35,6,Mensal,67.01,Sim,Nao,0,1
2233,54,68,Anual,85.98,Sim,Nao,0,0
2234,26,10,Mensal,92.3,Sim,Sim,4,1
2235,47,43,Anual,101.94,Nao,Sim,1,0
2236,52,57,Bianual,80.71,Sim,Sim,0,0
2237,52,18,Mensal,96.27,Nao,Nao,2,1
2238,45,20,Anual,53.37,Sim,Sim,2,0
2239,57,35,Anual,92.95,Nao,Nao,0,0
2240,49,64,Mensal,92.62,Nao,Sim,2,0
2241,35,17,Mensal,107.82,Sim,Sim,0,1
2242,31,48,Mensal,28.29,Sim,Nao,0,0
2243,58,33,Mensal,47.32,Nao,Sim,1,0
2244,76,9,Anual,90.58,Nao,Nao,1,1
2245,64,52,Mensal,20.0,Sim,Nao,1,0
2246,57,60,Mensal,82.3,Nao,Nao,0,1
2247,75,42,Anual,96.5,Sim,Nao,4,0
2248,73,13,Anual,55.59,Sim,Nao,2,1
2249,49,12,Bianual,59.25,Sim,Sim,0,0
2250,24,31,Mensal,43.15,Nao,Nao,2,1
2251,57,37,Anual,56.96,Sim,Sim,1,1
2252,56,40,Mensal,57.69,Nao,Sim,1,0
2253,35,18,Anual,52.93,Sim,Nao,1,1
2254,70,37,Mensal,51.56,Sim,Sim,1,0
2255,71,22,Mensal,63.22,Sim,Nao,3,0
2256,38,50,Bianual,62.92,Nao,Sim,2,0
2257,47,58,Anual,116.85,Nao,Sim,0,0
2258,30,47,Anual,60.15,Nao,Nao,1,0
2259,29,1,Mensal,78.6,Sim,Nao,2,1
2260,34,72,Anual,55.58,Sim,Nao,1,0
2261,40,2,Mensal,55.26,Sim,Sim,1,0
2262,34,72,Mensal,27.39,Nao,Sim,0,0
2263,27,3,Mensal,30.72,Nao,Sim,0,0
2264,45,38,Mensal,39.83,Nao,Nao,1,1
2265,56,8,Mensal,74.59,Sim,Sim,1,1
2266,38,7,Anual,96.9,Nao,Nao,1,1
2267,51,50,Mensal,25.33,Nao,Sim,2,0
2268,34,53,Anual,56.27,Nao,Nao,1,0
2269,61,9,Bianual,35.83,Nao,Nao,0,0
2270,58,71,Mensal,63.39,Sim,Nao,1,0
2271,77,24,Anual,96.89,Sim,Sim,1,0
2272,21,23,Mensal,58.83,Nao,Sim,2,1
2273,70,22,Bianual,68.81,Sim,Sim,1,0
2274,39,34,Mensal,106.38,Nao,Nao,1,0
2275,22,13,Mensal,81.45,Nao,Nao,1,1
2276,60,31,Mensal,51.0,Nao,Sim,2,0
2277,28,16,Bianual,73.97,Nao,Sim,1,0
2278,28,4,Mensal,49.31,Sim,Nao,3,1
2279,78,27,Anual,80.51,Nao,Sim,2,0
2280,31,49,Mensal,82.88,Nao,Sim,5,1
2281,51,55,Anual,35.82,Nao,Sim,2,0
2282,30,26,Mensal,74.38,Sim,Sim,0,0
2283,25,24,Mensal,67.06,Nao,Nao,0,0
2284,18,57,Mensal,83.62,Sim,Nao,3,0
2285,18,50,Mensal,90.78,Nao,Nao,0,0
2286,47,60,Anual,81.94,Sim,Nao,0,0
2287,44,66,Anual,62.42,Sim,Sim,3,0
2288,20,60,Mensal,93.33,Nao,Sim,4,0
2289,39,68,Mensal,48.17,Nao,Nao,1,0
2290,34,30,Mensal,36.99,Nao,Sim,3,0
2291,53,29,Anual,20.0,Sim,Sim,1,0
2292,79,24,Anual,68.25,Nao,Nao,2,1
2293,60,17,Bianual,49.46,Nao,Nao,3,0
2294,74,54,Bianual,79.94,Sim,Sim,3,0
2295,29,52,Mensal,20.72,Sim,Nao,1,0
2296,31,58,Mensal,53.82,Nao,Sim,1,0
2297,64,13,Bianual,81.76,Nao,Nao,1,0
2298,37,36,Mensal,44.25,Sim,Sim,3,1
2299,70,16,Mensal,80.23,Sim,Nao,1,1
2300,46,65,Mensal,56.07,Nao,Sim,1,0
2301,30,20,Anual,69.18,Nao,Nao,1,0
2302,70,11,Anual,84.88,Nao,Nao,2,0
2303,52,42,Bianual,93.82,Nao,Nao,0,0
